id,title,text,label
572,Scientists say Earth is flat again,A man in Ohio claims to have bent time using a blender and a car battery.,0
573,Government launches new healthcare initiative,Field tests in Africa have shown significant reduction in malaria cases among children.,1
574,"Invisible car invented, but hidden by oil companies",Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
575,NASA successfully lands rover on Mars,The latest report indicates improved GDP growth and lower unemployment rates.,1
576,"Invisible car invented, but hidden by oil companies",Images allegedly leaked from NASA show cheese formations on the moon.,0
577,UN adopts climate change resolution,Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
578,Secret tunnel to Atlantis discovered in the Sahara,A conspiracy site says vaccinated individuals are developing telekinesis.,0
579,Education ministry rolls out digital classrooms,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
580,COVID vaccine gives people superpowers,A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
581,UN adopts climate change resolution,The latest report indicates improved GDP growth and lower unemployment rates.,1
582,Time travel possible with household blender,A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
583,Education ministry rolls out digital classrooms,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
584,Time travel possible with household blender,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
585,UN adopts climate change resolution,Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
586,Moon made of cheese confirmed by leaked NASA report,A conspiracy site says vaccinated individuals are developing telekinesis.,0
587,Education ministry rolls out digital classrooms,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
588,Moon made of cheese confirmed by leaked NASA report,A former government agent claims extraterrestrials are controlling the weather.,0
589,"Economy shows signs of recovery, says central bank",Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
590,"Drinking saltwater cures all diseases, experts say",A man in Ohio claims to have bent time using a blender and a car battery.,0
591,Education ministry rolls out digital classrooms,The latest report indicates improved GDP growth and lower unemployment rates.,1
592,Shocking proof that dinosaurs still live in the Himalayas,Images allegedly leaked from NASA show cheese formations on the moon.,0
593,Education ministry rolls out digital classrooms,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
594,Government to ban sleep by 2030 to boost productivity,A man in Ohio claims to have bent time using a blender and a car battery.,0
595,Government launches new healthcare initiative,Field tests in Africa have shown significant reduction in malaria cases among children.,1
596,COVID vaccine gives people superpowers,An anonymous inventor says his invisible car was buried after threats from oil companies.,0
597,WHO approves new malaria vaccine,Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
598,"Drinking saltwater cures all diseases, experts say",A man in Ohio claims to have bent time using a blender and a car battery.,0
599,"Economy shows signs of recovery, says central bank",Scientists believe this discovery could reshape our understanding of biodiversity.,1
600,"Drinking saltwater cures all diseases, experts say",Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
601,Government launches new healthcare initiative,"In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
602,Scientists say Earth is flat again,A man in Ohio claims to have bent time using a blender and a car battery.,0
603,NASA successfully lands rover on Mars,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
604,Government to ban sleep by 2030 to boost productivity,A conspiracy site says vaccinated individuals are developing telekinesis.,0
605,UN adopts climate change resolution,Scientists believe this discovery could reshape our understanding of biodiversity.,1
606,Time travel possible with household blender,An anonymous inventor says his invisible car was buried after threats from oil companies.,0
607,World leaders gather for peace summit,Scientists believe this discovery could reshape our understanding of biodiversity.,1
608,Shocking proof that dinosaurs still live in the Himalayas,Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
609,New species discovered in Amazon rainforest,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
610,Time travel possible with household blender,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
611,New species discovered in Amazon rainforest,The latest report indicates improved GDP growth and lower unemployment rates.,1
612,"Aliens found living under Antarctica, whistleblower claims",An anonymous inventor says his invisible car was buried after threats from oil companies.,0
613,Researchers develop promising cancer vaccine,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
614,Time travel possible with household blender,Leaked documents suggest a plan to eliminate sleep and replace it with energy pills.,0
615,Education ministry rolls out digital classrooms,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
616,"Invisible car invented, but hidden by oil companies",A conspiracy site says vaccinated individuals are developing telekinesis.,0
617,Education ministry rolls out digital classrooms,"In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
618,Moon made of cheese confirmed by leaked NASA report,A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
619,Researchers develop promising cancer vaccine,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
620,Time travel possible with household blender,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
621,Researchers develop promising cancer vaccine,Field tests in Africa have shown significant reduction in malaria cases among children.,1
622,"Aliens found living under Antarctica, whistleblower claims",A former government agent claims extraterrestrials are controlling the weather.,0
623,Education ministry rolls out digital classrooms,Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
624,Secret tunnel to Atlantis discovered in the Sahara,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
625,Researchers develop promising cancer vaccine,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
626,COVID vaccine gives people superpowers,Leaked documents suggest a plan to eliminate sleep and replace it with energy pills.,0
627,WHO approves new malaria vaccine,Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
628,Government to ban sleep by 2030 to boost productivity,An anonymous inventor says his invisible car was buried after threats from oil companies.,0
629,UN adopts climate change resolution,Field tests in Africa have shown significant reduction in malaria cases among children.,1
630,"Aliens found living under Antarctica, whistleblower claims",A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
631,UN adopts climate change resolution,This marks a unified global step toward reducing emissions and protecting biodiversity.,1
632,COVID vaccine gives people superpowers,A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
633,UN adopts climate change resolution,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
634,"Aliens found living under Antarctica, whistleblower claims",Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
635,Government launches new healthcare initiative,The initiative will benefit over 10 million students by 2026.,1
636,Government to ban sleep by 2030 to boost productivity,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
637,Education ministry rolls out digital classrooms,"In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
638,Secret tunnel to Atlantis discovered in the Sahara,A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
639,Government launches new healthcare initiative,This marks a unified global step toward reducing emissions and protecting biodiversity.,1
640,Moon made of cheese confirmed by leaked NASA report,A conspiracy site says vaccinated individuals are developing telekinesis.,0
641,NASA successfully lands rover on Mars,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
642,Time travel possible with household blender,A man in Ohio claims to have bent time using a blender and a car battery.,0
643,Education ministry rolls out digital classrooms,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
644,Shocking proof that dinosaurs still live in the Himalayas,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
645,Major breakthrough in battery technology,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
646,Government to ban sleep by 2030 to boost productivity,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
647,Government launches new healthcare initiative,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
648,Scientists say Earth is flat again,A man in Ohio claims to have bent time using a blender and a car battery.,0
649,Government launches new healthcare initiative,"In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
650,Time travel possible with household blender,Images allegedly leaked from NASA show cheese formations on the moon.,0
651,New species discovered in Amazon rainforest,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
652,Time travel possible with household blender,A man in Ohio claims to have bent time using a blender and a car battery.,0
653,NASA successfully lands rover on Mars,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
654,"Invisible car invented, but hidden by oil companies",Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
655,UN adopts climate change resolution,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
656,Secret tunnel to Atlantis discovered in the Sahara,A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
657,WHO approves new malaria vaccine,Field tests in Africa have shown significant reduction in malaria cases among children.,1
658,COVID vaccine gives people superpowers,An anonymous inventor says his invisible car was buried after threats from oil companies.,0
659,New species discovered in Amazon rainforest,Field tests in Africa have shown significant reduction in malaria cases among children.,1
660,COVID vaccine gives people superpowers,A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
661,Major breakthrough in battery technology,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
662,Shocking proof that dinosaurs still live in the Himalayas,Images allegedly leaked from NASA show cheese formations on the moon.,0
663,NASA successfully lands rover on Mars,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
664,COVID vaccine gives people superpowers,Leaked documents suggest a plan to eliminate sleep and replace it with energy pills.,0
665,New species discovered in Amazon rainforest,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
666,Government to ban sleep by 2030 to boost productivity,Images allegedly leaked from NASA show cheese formations on the moon.,0
667,Education ministry rolls out digital classrooms,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
668,Moon made of cheese confirmed by leaked NASA report,Images allegedly leaked from NASA show cheese formations on the moon.,0
669,NASA successfully lands rover on Mars,The initiative will benefit over 10 million students by 2026.,1
670,Moon made of cheese confirmed by leaked NASA report,An anonymous inventor says his invisible car was buried after threats from oil companies.,0
671,"Economy shows signs of recovery, says central bank",The initiative will benefit over 10 million students by 2026.,1
672,Secret tunnel to Atlantis discovered in the Sahara,A man in Ohio claims to have bent time using a blender and a car battery.,0
673,NASA successfully lands rover on Mars,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
674,"Drinking saltwater cures all diseases, experts say","A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
675,New species discovered in Amazon rainforest,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
676,"Invisible car invented, but hidden by oil companies",Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
677,World leaders gather for peace summit,"In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
678,Shocking proof that dinosaurs still live in the Himalayas,A conspiracy site says vaccinated individuals are developing telekinesis.,0
679,World leaders gather for peace summit,The initiative will benefit over 10 million students by 2026.,1
680,"Drinking saltwater cures all diseases, experts say",Images allegedly leaked from NASA show cheese formations on the moon.,0
681,Education ministry rolls out digital classrooms,Scientists believe this discovery could reshape our understanding of biodiversity.,1
682,"Aliens found living under Antarctica, whistleblower claims",A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
683,WHO approves new malaria vaccine,The latest report indicates improved GDP growth and lower unemployment rates.,1
684,"Invisible car invented, but hidden by oil companies","A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
685,WHO approves new malaria vaccine,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
686,Government to ban sleep by 2030 to boost productivity,Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
687,Major breakthrough in battery technology,Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
688,"Drinking saltwater cures all diseases, experts say",An anonymous inventor says his invisible car was buried after threats from oil companies.,0
689,World leaders gather for peace summit,The initiative will benefit over 10 million students by 2026.,1
690,"Drinking saltwater cures all diseases, experts say",A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
691,WHO approves new malaria vaccine,Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
692,Moon made of cheese confirmed by leaked NASA report,A conspiracy site says vaccinated individuals are developing telekinesis.,0
693,WHO approves new malaria vaccine,Field tests in Africa have shown significant reduction in malaria cases among children.,1
694,COVID vaccine gives people superpowers,A former government agent claims extraterrestrials are controlling the weather.,0
695,WHO approves new malaria vaccine,The latest report indicates improved GDP growth and lower unemployment rates.,1
696,"Aliens found living under Antarctica, whistleblower claims",Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
697,"Economy shows signs of recovery, says central bank",The latest report indicates improved GDP growth and lower unemployment rates.,1
698,"Invisible car invented, but hidden by oil companies",An anonymous inventor says his invisible car was buried after threats from oil companies.,0
699,Government launches new healthcare initiative,This marks a unified global step toward reducing emissions and protecting biodiversity.,1
700,Secret tunnel to Atlantis discovered in the Sahara,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
701,New species discovered in Amazon rainforest,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
702,Secret tunnel to Atlantis discovered in the Sahara,A former government agent claims extraterrestrials are controlling the weather.,0
703,NASA successfully lands rover on Mars,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
704,Government to ban sleep by 2030 to boost productivity,Images allegedly leaked from NASA show cheese formations on the moon.,0
705,New species discovered in Amazon rainforest,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
706,"Invisible car invented, but hidden by oil companies",Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
707,Education ministry rolls out digital classrooms,The latest report indicates improved GDP growth and lower unemployment rates.,1
708,"Invisible car invented, but hidden by oil companies",Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
709,WHO approves new malaria vaccine,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
710,"Aliens found living under Antarctica, whistleblower claims",Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
711,UN adopts climate change resolution,Field tests in Africa have shown significant reduction in malaria cases among children.,1
712,"Aliens found living under Antarctica, whistleblower claims","A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
713,"Economy shows signs of recovery, says central bank",The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
714,Moon made of cheese confirmed by leaked NASA report,A man in Ohio claims to have bent time using a blender and a car battery.,0
715,WHO approves new malaria vaccine,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
716,Moon made of cheese confirmed by leaked NASA report,A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
717,Researchers develop promising cancer vaccine,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
718,"Drinking saltwater cures all diseases, experts say",An anonymous inventor says his invisible car was buried after threats from oil companies.,0
719,New species discovered in Amazon rainforest,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
720,Scientists say Earth is flat again,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
721,Major breakthrough in battery technology,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
722,Scientists say Earth is flat again,A former government agent claims extraterrestrials are controlling the weather.,0
723,Researchers develop promising cancer vaccine,Scientists believe this discovery could reshape our understanding of biodiversity.,1
724,Shocking proof that dinosaurs still live in the Himalayas,A former government agent claims extraterrestrials are controlling the weather.,0
725,Government launches new healthcare initiative,Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
726,Scientists say Earth is flat again,Leaked documents suggest a plan to eliminate sleep and replace it with energy pills.,0
727,UN adopts climate change resolution,The latest report indicates improved GDP growth and lower unemployment rates.,1
728,Scientists say Earth is flat again,An anonymous inventor says his invisible car was buried after threats from oil companies.,0
729,NASA successfully lands rover on Mars,"In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
730,Time travel possible with household blender,Images allegedly leaked from NASA show cheese formations on the moon.,0
731,UN adopts climate change resolution,This marks a unified global step toward reducing emissions and protecting biodiversity.,1
732,Moon made of cheese confirmed by leaked NASA report,A conspiracy site says vaccinated individuals are developing telekinesis.,0
733,Researchers develop promising cancer vaccine,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
734,COVID vaccine gives people superpowers,An anonymous inventor says his invisible car was buried after threats from oil companies.,0
735,NASA successfully lands rover on Mars,Scientists believe this discovery could reshape our understanding of biodiversity.,1
736,"Aliens found living under Antarctica, whistleblower claims",Images allegedly leaked from NASA show cheese formations on the moon.,0
737,Government launches new healthcare initiative,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
738,"Drinking saltwater cures all diseases, experts say",An anonymous inventor says his invisible car was buried after threats from oil companies.,0
739,WHO approves new malaria vaccine,Scientists believe this discovery could reshape our understanding of biodiversity.,1
740,Shocking proof that dinosaurs still live in the Himalayas,Images allegedly leaked from NASA show cheese formations on the moon.,0
741,New species discovered in Amazon rainforest,The latest report indicates improved GDP growth and lower unemployment rates.,1
742,"Drinking saltwater cures all diseases, experts say",Images allegedly leaked from NASA show cheese formations on the moon.,0
743,Government launches new healthcare initiative,The initiative will benefit over 10 million students by 2026.,1
744,Secret tunnel to Atlantis discovered in the Sahara,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
745,Major breakthrough in battery technology,The initiative will benefit over 10 million students by 2026.,1
746,"Drinking saltwater cures all diseases, experts say",Images allegedly leaked from NASA show cheese formations on the moon.,0
747,NASA successfully lands rover on Mars,Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
748,Moon made of cheese confirmed by leaked NASA report,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
749,New species discovered in Amazon rainforest,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
750,"Drinking saltwater cures all diseases, experts say",Images allegedly leaked from NASA show cheese formations on the moon.,0
751,"Economy shows signs of recovery, says central bank",The initiative will benefit over 10 million students by 2026.,1
752,Government to ban sleep by 2030 to boost productivity,An anonymous inventor says his invisible car was buried after threats from oil companies.,0
753,UN adopts climate change resolution,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
754,COVID vaccine gives people superpowers,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
755,World leaders gather for peace summit,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
756,Government to ban sleep by 2030 to boost productivity,An anonymous inventor says his invisible car was buried after threats from oil companies.,0
757,Education ministry rolls out digital classrooms,This marks a unified global step toward reducing emissions and protecting biodiversity.,1
758,Government to ban sleep by 2030 to boost productivity,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
759,UN adopts climate change resolution,The latest report indicates improved GDP growth and lower unemployment rates.,1
760,Government to ban sleep by 2030 to boost productivity,Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
761,WHO approves new malaria vaccine,This marks a unified global step toward reducing emissions and protecting biodiversity.,1
762,"Drinking saltwater cures all diseases, experts say",Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
763,Major breakthrough in battery technology,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
764,Shocking proof that dinosaurs still live in the Himalayas,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
765,Major breakthrough in battery technology,Field tests in Africa have shown significant reduction in malaria cases among children.,1
766,Shocking proof that dinosaurs still live in the Himalayas,An anonymous inventor says his invisible car was buried after threats from oil companies.,0
767,Education ministry rolls out digital classrooms,This marks a unified global step toward reducing emissions and protecting biodiversity.,1
768,Time travel possible with household blender,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
769,Major breakthrough in battery technology,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
770,Scientists say Earth is flat again,A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
771,WHO approves new malaria vaccine,"In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
772,"Invisible car invented, but hidden by oil companies",A conspiracy site says vaccinated individuals are developing telekinesis.,0
773,NASA successfully lands rover on Mars,The latest report indicates improved GDP growth and lower unemployment rates.,1
774,Time travel possible with household blender,A man in Ohio claims to have bent time using a blender and a car battery.,0
775,Government launches new healthcare initiative,"In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
776,"Invisible car invented, but hidden by oil companies",A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
777,NASA successfully lands rover on Mars,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
778,Shocking proof that dinosaurs still live in the Himalayas,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
779,World leaders gather for peace summit,Scientists believe this discovery could reshape our understanding of biodiversity.,1
780,Time travel possible with household blender,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
781,World leaders gather for peace summit,"In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
782,Time travel possible with household blender,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
783,Researchers develop promising cancer vaccine,The initiative will benefit over 10 million students by 2026.,1
784,Shocking proof that dinosaurs still live in the Himalayas,A man in Ohio claims to have bent time using a blender and a car battery.,0
785,World leaders gather for peace summit,This marks a unified global step toward reducing emissions and protecting biodiversity.,1
786,"Aliens found living under Antarctica, whistleblower claims",A man in Ohio claims to have bent time using a blender and a car battery.,0
787,NASA successfully lands rover on Mars,The initiative will benefit over 10 million students by 2026.,1
788,"Drinking saltwater cures all diseases, experts say",A conspiracy site says vaccinated individuals are developing telekinesis.,0
789,UN adopts climate change resolution,"In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
790,Government to ban sleep by 2030 to boost productivity,A man in Ohio claims to have bent time using a blender and a car battery.,0
791,Major breakthrough in battery technology,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
792,COVID vaccine gives people superpowers,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
793,UN adopts climate change resolution,The initiative will benefit over 10 million students by 2026.,1
794,"Invisible car invented, but hidden by oil companies",A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
795,New species discovered in Amazon rainforest,Scientists believe this discovery could reshape our understanding of biodiversity.,1
796,"Invisible car invented, but hidden by oil companies",Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
797,Government launches new healthcare initiative,The initiative will benefit over 10 million students by 2026.,1
798,"Drinking saltwater cures all diseases, experts say",An anonymous inventor says his invisible car was buried after threats from oil companies.,0
799,NASA successfully lands rover on Mars,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
800,Moon made of cheese confirmed by leaked NASA report,A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
801,"Economy shows signs of recovery, says central bank",Field tests in Africa have shown significant reduction in malaria cases among children.,1
802,Secret tunnel to Atlantis discovered in the Sahara,An anonymous inventor says his invisible car was buried after threats from oil companies.,0
803,NASA successfully lands rover on Mars,Field tests in Africa have shown significant reduction in malaria cases among children.,1
804,Secret tunnel to Atlantis discovered in the Sahara,An anonymous inventor says his invisible car was buried after threats from oil companies.,0
805,"Economy shows signs of recovery, says central bank",Scientists believe this discovery could reshape our understanding of biodiversity.,1
806,Secret tunnel to Atlantis discovered in the Sahara,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
807,NASA successfully lands rover on Mars,The latest report indicates improved GDP growth and lower unemployment rates.,1
808,COVID vaccine gives people superpowers,Images allegedly leaked from NASA show cheese formations on the moon.,0
809,Education ministry rolls out digital classrooms,This marks a unified global step toward reducing emissions and protecting biodiversity.,1
810,COVID vaccine gives people superpowers,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
811,New species discovered in Amazon rainforest,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
812,"Invisible car invented, but hidden by oil companies",A former government agent claims extraterrestrials are controlling the weather.,0
813,Education ministry rolls out digital classrooms,The latest report indicates improved GDP growth and lower unemployment rates.,1
814,Secret tunnel to Atlantis discovered in the Sahara,Leaked documents suggest a plan to eliminate sleep and replace it with energy pills.,0
815,Education ministry rolls out digital classrooms,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
816,Government to ban sleep by 2030 to boost productivity,Leaked documents suggest a plan to eliminate sleep and replace it with energy pills.,0
817,UN adopts climate change resolution,This marks a unified global step toward reducing emissions and protecting biodiversity.,1
818,"Drinking saltwater cures all diseases, experts say",A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
819,NASA successfully lands rover on Mars,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
820,COVID vaccine gives people superpowers,A conspiracy site says vaccinated individuals are developing telekinesis.,0
821,Government launches new healthcare initiative,The initiative will benefit over 10 million students by 2026.,1
822,Shocking proof that dinosaurs still live in the Himalayas,Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
823,WHO approves new malaria vaccine,Scientists believe this discovery could reshape our understanding of biodiversity.,1
824,Secret tunnel to Atlantis discovered in the Sahara,Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
825,UN adopts climate change resolution,Field tests in Africa have shown significant reduction in malaria cases among children.,1
826,Secret tunnel to Atlantis discovered in the Sahara,A man in Ohio claims to have bent time using a blender and a car battery.,0
827,Government launches new healthcare initiative,Scientists believe this discovery could reshape our understanding of biodiversity.,1
828,"Invisible car invented, but hidden by oil companies",Leaked documents suggest a plan to eliminate sleep and replace it with energy pills.,0
829,Major breakthrough in battery technology,Field tests in Africa have shown significant reduction in malaria cases among children.,1
830,Scientists say Earth is flat again,A man in Ohio claims to have bent time using a blender and a car battery.,0
831,Researchers develop promising cancer vaccine,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
832,Government to ban sleep by 2030 to boost productivity,A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
833,Major breakthrough in battery technology,Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
834,"Invisible car invented, but hidden by oil companies",Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
835,Major breakthrough in battery technology,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
836,Scientists say Earth is flat again,Images allegedly leaked from NASA show cheese formations on the moon.,0
837,World leaders gather for peace summit,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
838,Moon made of cheese confirmed by leaked NASA report,Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
839,Researchers develop promising cancer vaccine,Field tests in Africa have shown significant reduction in malaria cases among children.,1
840,Secret tunnel to Atlantis discovered in the Sahara,A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
841,Government launches new healthcare initiative,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
842,"Invisible car invented, but hidden by oil companies",A conspiracy site says vaccinated individuals are developing telekinesis.,0
843,NASA successfully lands rover on Mars,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
844,"Drinking saltwater cures all diseases, experts say",A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
845,NASA successfully lands rover on Mars,This marks a unified global step toward reducing emissions and protecting biodiversity.,1
846,Scientists say Earth is flat again,A man in Ohio claims to have bent time using a blender and a car battery.,0
847,World leaders gather for peace summit,This marks a unified global step toward reducing emissions and protecting biodiversity.,1
848,Moon made of cheese confirmed by leaked NASA report,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
849,Researchers develop promising cancer vaccine,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
850,"Invisible car invented, but hidden by oil companies",A former government agent claims extraterrestrials are controlling the weather.,0
851,New species discovered in Amazon rainforest,"In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
852,Moon made of cheese confirmed by leaked NASA report,A conspiracy site says vaccinated individuals are developing telekinesis.,0
853,Education ministry rolls out digital classrooms,Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
854,Moon made of cheese confirmed by leaked NASA report,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
855,Education ministry rolls out digital classrooms,Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
856,"Aliens found living under Antarctica, whistleblower claims",An anonymous inventor says his invisible car was buried after threats from oil companies.,0
857,NASA successfully lands rover on Mars,The initiative will benefit over 10 million students by 2026.,1
